Task ID,Supplier ID,Cost
T102,S20,0.4309193691797403
T102,S22,0.422285883877232
T102,S23,0.3998740336589821
T102,S24,0.4077573908569122
T102,S25,0.4236613082535274
T102,S27,0.4172708926305034
T102,S28,0.4066350320771301
T102,S30,0.4309139781367364
T102,S32,0.4338217208405754
T102,S33,0.4225728242586141
T102,S34,0.4266071202040076
T102,S35,0.4259501512901288
T102,S36,0.4119108433044645
T102,S37,0.4196423154006061
T102,S40,0.4337308064416599
T102,S41,0.427311142947966
T102,S45,0.4169047052210005
T102,S47,0.4130735034081131
T102,S48,0.4255099744175733
T102,S49,0.4320863578654907
T102,S50,0.4077671079666985
T102,S51,0.4218685237927128
T102,S52,0.4204278580946649
T102,S53,0.4191900824769658
T102,S54,0.4166117639801576
T102,S55,0.4247509825735023
T102,S56,0.3891697375825071
T102,S57,0.4214586240417147
T102,S58,0.4224126772285973
T102,S60,0.4281735798495812
T102,S61,0.4326829053961327
T102,S62,0.4296526403932047
T102,S63,0.4203492069833853
T102,S64,0.4158198820721293
T103,S5,0.4457636609134527
T103,S8,0.4449113311009564
T103,S9,0.4397305111234794
T103,S10,0.4559002315124234
T103,S12,0.4439393189917536
T103,S13,0.4650393006487208
T103,S14,0.440558606829087
T103,S15,0.4555977456042448
T103,S16,0.4092739505667174
T103,S17,0.4477603646281736
T103,S18,0.4603787634347799
T103,S19,0.4509793758026018
T103,S22,0.4649424957732903
T103,S23,0.4497199035810784
T103,S25,0.4523324594421014
T103,S26,0.4638712193289179
T103,S27,0.4409882524489379
T103,S28,0.4590451027956851
T103,S30,0.4412246716402976
T103,S31,0.4407946761973957
T103,S32,0.4506998435661474
T103,S33,0.4188844362306574
T103,S34,0.4487509764737203
T103,S35,0.4636184891262267
T103,S36,0.4430371659725842
T103,S37,0.4415160903612663
T103,S39,0.4620478253070739
T103,S40,0.4633835313035081
T103,S41,0.455490078904558
T103,S43,0.4638402339848078
T103,S45,0.4629453292434033
T103,S46,0.4630540095993912
T103,S47,0.4246559890476408
T103,S48,0.4516699273459282
T103,S49,0.4529663825368132
T103,S50,0.4184488724386845
T103,S51,0.4385715495740451
T103,S53,0.4001682711817015
T103,S54,0.4440017894153917
T103,S56,0.459316661355707
T103,S57,0.4548451432204429
T103,S60,0.4341669605048812
T103,S61,0.4415408202647042
T103,S63,0.4525193461729117
T103,S64,0.4538969109444284
T104,S1,0.4586089611416508
T104,S4,0.4540845677321091
T104,S6,0.459120056948313
T104,S7,0.4504575165847919
T104,S8,0.4312493284392737
T104,S9,0.4417509915161278
T104,S10,0.4621601484106085
T104,S11,0.445720394085326
T104,S12,0.4460404912089786
T104,S13,0.4597183995291453
T104,S14,0.4508902816441064
T104,S15,0.4489364284206587
T104,S16,0.4445732990302377
T104,S17,0.4600045720320923
T104,S19,0.4567187313036713
T104,S21,0.427904352986019
T104,S22,0.4549635959957412
T104,S23,0.4553645320907724
T104,S26,0.4626368191438675
T104,S27,0.4426477918814803
T104,S28,0.4437119339182696
T104,S29,0.4503615628893208
T104,S30,0.4372427600005043
T104,S32,0.4629727285125764
T104,S33,0.4446447086790966
T104,S34,0.4629240638084444
T104,S35,0.4546071121932785
T104,S37,0.4618445907199658
T104,S41,0.4438624549980492
T104,S42,0.4379605988862254
T104,S43,0.4588685257010527
T104,S44,0.4550569716601594
T104,S45,0.4449333223394094
T104,S46,0.4550718170088135
T104,S48,0.4538555569093868
T104,S49,0.4468946942037336
T104,S50,0.4418374954309985
T104,S51,0.4474373128320008
T104,S52,0.4475455792285659
T104,S54,0.4461497039173735
T104,S55,0.4570255245460457
T104,S56,0.4418277213108187
T104,S58,0.4518743828472707
T104,S62,0.4429305713601081
T104,S63,0.4641035991237098
T105,S2,0.6499659158419921
T105,S4,0.651851756570473
T105,S5,0.6543943537189109
T105,S6,0.6486401987166279
T105,S10,0.6455586770150468
T105,S11,0.6219616962595476
T105,S12,0.6511322641515345
T105,S15,0.6198727288032437
T105,S16,0.6260174636282085
T105,S18,0.5987336652297398
T105,S19,0.6532046792525552
T105,S20,0.6010661023861003
T105,S21,0.6253156014396567
T105,S22,0.6372304360004943
T105,S23,0.6185573202235286
T105,S24,0.6477754663699686
T105,S25,0.6120876708828566
T105,S26,0.6153094354447155
T105,S27,0.6503772094915488
T105,S28,0.6136143505095513
T105,S29,0.6215195922704027
T105,S30,0.6223900850372512
T105,S31,0.6237159615151399
T105,S32,0.6371398215086015
T105,S33,0.5579444971448162
T105,S34,0.6141297740018594
T105,S36,0.6371355457574297
T105,S40,0.6070610258670731
T105,S41,0.6482058240471549
T105,S42,0.6467254468841431
T105,S43,0.6123052968840648
T105,S46,0.5789021630262603
T105,S47,0.6366392410354369
T105,S48,0.6471564566126455
T105,S50,0.6230368738260824
T105,S52,0.6320398318269452
T105,S53,0.6324585482216138
T105,S54,0.6456704939606555
T105,S55,0.6071056430838981
T105,S57,0.6477495378986395
T105,S58,0.6514820991470176
T105,S60,0.6400453758873804
T105,S61,0.5973429495705656
T105,S62,0.6195101276866686
T105,S64,0.5597924293904345
T106,S1,0.4396824377680198
T106,S4,0.4431503603402527
T106,S6,0.4652584469307159
T106,S7,0.4430490555794208
T106,S9,0.4689264722506144
T106,S11,0.4606133003498078
T106,S13,0.4644926077150054
T106,S14,0.4617435188830224
T106,S15,0.4529924985867172
T106,S17,0.4647496669863753
T106,S19,0.4498990254250413
T106,S20,0.4540099174568142
T106,S21,0.4572994261467181
T106,S23,0.4647524239537814
T106,S24,0.4427763080760272
T106,S27,0.4357280860353987
T106,S29,0.461141739786149
T106,S31,0.4666041592638669
T106,S33,0.4309450225397305
T106,S34,0.4411328759778812
T106,S35,0.4427410053256707
T106,S36,0.4432599452936239
T106,S38,0.4657527849194574
T106,S39,0.443196800987758
T106,S40,0.4675532564677275
T106,S41,0.4503924542220733
T106,S42,0.4673831380110874
T106,S44,0.4694948726008938
T106,S45,0.4647814884561843
T106,S46,0.4438130955090696
T106,S47,0.4611062426058506
T106,S48,0.44481874613549
T106,S50,0.4447513244999764
T106,S51,0.4696833954848545
T106,S52,0.4491829823072567
T106,S53,0.4592557140836554
T106,S54,0.4560046242574557
T106,S55,0.4561615255237993
T106,S56,0.4562239628158042
T106,S57,0.4607274476337907
T106,S58,0.4545148771393231
T106,S61,0.4458359118125613
T106,S62,0.4674307043553102
T106,S63,0.462345235157635
T106,S64,0.4473535504144283
T107,S4,0.4182445738188489
T107,S7,0.4250767922115606
T107,S9,0.4120413888317253
T107,S11,0.4051656613404432
T107,S12,0.4071898253224295
T107,S13,0.4320219872834262
T107,S14,0.4269922491444718
T107,S15,0.4186634070419493
T107,S16,0.4235229237141819
T107,S17,0.425837421487345
T107,S19,0.4273126044307802
T107,S20,0.416489431908527
T107,S21,0.422838714810369
T107,S22,0.4166805393462025
T107,S23,0.4129484073883651
T107,S25,0.4326353875050648
T107,S26,0.4172111000825615
T107,S27,0.4181511502709948
T107,S28,0.4070557932082738
T107,S29,0.4172535015804904
T107,S32,0.41412505178556
T107,S33,0.4072845604124891
T107,S34,0.4100234389531008
T107,S35,0.4287138849802696
T107,S36,0.416339044759782
T107,S37,0.4141736028078291
T107,S41,0.4272558488084039
T107,S42,0.4213895222310787
T107,S44,0.4318900356177449
T107,S45,0.4299236695058729
T107,S47,0.4199159709791962
T107,S48,0.4083683124402724
T107,S49,0.4146950594520795
T107,S51,0.4164691569682229
T107,S53,0.4214660862354333
T107,S55,0.4297226499353959
T107,S56,0.4133644495860128
T107,S57,0.413527770661608
T107,S58,0.4048479976892055
T107,S59,0.4107157466354704
T107,S60,0.4285321527385621
T107,S61,0.4196122200450229
T107,S62,0.4327729878953827
T107,S63,0.4197080764453217
T107,S64,0.4170792968690355
T108,S4,0.4057946551467521
T108,S7,0.4007138503329384
T108,S8,0.4051083761675074
T108,S9,0.3759007623134639
T108,S10,0.39474000053444
T108,S11,0.4022936134343552
T108,S12,0.4074141324230534
T108,S13,0.3957435913006468
T108,S14,0.3977868211816473
T108,S15,0.4022526367030932
T108,S16,0.4080712495647938
T108,S18,0.399128175539962
T108,S19,0.4027626368087551
T108,S21,0.4046377363877816
T108,S22,0.4022095008365279
T108,S23,0.3905773356171079
T108,S24,0.4039144712033442
T108,S27,0.3893731826701203
T108,S28,0.3986709424160196
T108,S30,0.3835323486493113
T108,S31,0.3969620046281874
T108,S33,0.3963798649260192
T108,S34,0.3941396323290941
T108,S35,0.3954784235419125
T108,S36,0.3981288852340665
T108,S37,0.3981021750692923
T108,S38,0.406273055195383
T108,S39,0.4004150834695988
T108,S41,0.3910869864366499
T108,S42,0.398107921787079
T108,S45,0.4030982341833398
T108,S46,0.3993524036252344
T108,S48,0.3980012833098817
T108,S49,0.4046101460536967
T108,S50,0.3784061594787024
T108,S51,0.3975066903996465
T108,S52,0.408437855429422
T108,S53,0.3995471507980397
T108,S55,0.3997289724247761
T108,S56,0.3959993779817786
T108,S57,0.3852096563477992
T108,S58,0.4033603477092812
T108,S59,0.4044795895844761
T108,S60,0.3956649105779204
T108,S64,0.4038151974085748
T109,S4,0.4074264112266367
T109,S7,0.4109777272824809
T109,S8,0.4060327115308446
T109,S9,0.4155492937046882
T109,S10,0.4148356181850801
T109,S11,0.4075227816281286
T109,S13,0.4085415773637855
T109,S14,0.4166767818807371
T109,S15,0.401280006127434
T109,S16,0.4051178859712198
T109,S17,0.4123140920225604
T109,S18,0.4058763849857389
T109,S20,0.4161847264323907
T109,S22,0.4040211187129572
T109,S24,0.4063250045763075
T109,S25,0.4145864455949656
T109,S27,0.4089098057334286
T109,S28,0.3940237226464594
T109,S30,0.3996613925861608
T109,S31,0.4199795427055921
T109,S34,0.4066674171596673
T109,S35,0.4097416033888389
T109,S36,0.4210169400161601
T109,S37,0.4193358612522079
T109,S39,0.4103627545385329
T109,S41,0.3991967241029369
T109,S42,0.4049659475988312
T109,S43,0.400156862992972
T109,S45,0.4173667999802
T109,S46,0.4144702278372402
T109,S47,0.4192131889574779
T109,S48,0.4194855976257007
T109,S50,0.4102603202479111
T109,S51,0.4105457805696251
T109,S52,0.414095129081534
T109,S53,0.4160049905279822
T109,S54,0.4162103858611244
T109,S56,0.4196259893059338
T109,S57,0.4078111654628881
T109,S58,0.4176347597089022
T109,S59,0.40420639391619
T109,S60,0.4049064866828094
T109,S61,0.4068247405989937
T109,S63,0.412603985141704
T109,S64,0.3934631450115181
T110,S4,0.4281135885815189
T110,S5,0.4334218949160646
T110,S6,0.4330333704820589
T110,S8,0.414477015830622
T110,S9,0.4212497714272588
T110,S10,0.4297093914107036
T110,S11,0.4111057734985588
T110,S13,0.4126041624423774
T110,S14,0.4293539679660869
T110,S15,0.4326990619361989
T110,S17,0.4212057736368176
T110,S19,0.4321900304077032
T110,S20,0.4163303926298452
T110,S22,0.417601857234973
T110,S23,0.429484313687826
T110,S25,0.4230484636147199
T110,S27,0.4099635769107032
T110,S28,0.4295963344410944
T110,S32,0.4211485738557098
T110,S33,0.4205349983092215
T110,S34,0.4242905416218829
T110,S35,0.4123880034869763
T110,S36,0.4310120846836017
T110,S37,0.4196906148861034
T110,S39,0.4260859961524558
T110,S40,0.4316673032571536
T110,S41,0.4253111480196956
T110,S42,0.4232927254139195
T110,S43,0.432024580658124
T110,S44,0.4308200216047377
T110,S45,0.4236139890720469
T110,S46,0.4164454656845101
T110,S47,0.4219934829157748
T110,S48,0.4127285437286354
T110,S50,0.423173901401755
T110,S51,0.4141378641868308
T110,S52,0.4272629791239993
T110,S53,0.4314161289672555
T110,S55,0.4206831734778748
T110,S56,0.425694348963048
T110,S57,0.4196603872169723
T110,S59,0.424210736833929
T110,S60,0.4230866201518559
T110,S63,0.4311438838864728
T110,S64,0.4204702461300911
T111,S4,0.4089336397756631
T111,S6,0.3953052619151319
T111,S7,0.4066529321666141
T111,S8,0.3806891016375657
T111,S9,0.4086758344775528
T111,S10,0.3880071536304199
T111,S11,0.3911539568255723
T111,S12,0.3924232602432659
T111,S13,0.3819636088475195
T111,S14,0.394955256070747
T111,S15,0.3982267201736277
T111,S16,0.4061088911152822
T111,S17,0.4127322446456765
T111,S18,0.3986513133112442
T111,S21,0.4037256397827437
T111,S22,0.4036556620014895
T111,S23,0.40615855292179
T111,S24,0.3952539143567592
T111,S26,0.4086773515418357
T111,S27,0.4005100203325398
T111,S28,0.4068721112061336
T111,S29,0.4011768672968212
T111,S30,0.3940243470401914
T111,S32,0.4000396114885229
T111,S33,0.3995766595976076
T111,S34,0.4017444220028263
T111,S35,0.4062753516162055
T111,S36,0.4077138642091956
T111,S37,0.3960772505106477
T111,S38,0.4119741670217642
T111,S39,0.4082764910998663
T111,S42,0.3961591551084376
T111,S44,0.4087379109591431
T111,S46,0.3967045591082637
T111,S47,0.399789159386175
T111,S48,0.4034849620250499
T111,S49,0.4127013192472759
T111,S51,0.4113259400578831
T111,S53,0.4027911813826202
T111,S54,0.3953085358741579
T111,S56,0.4033060167404889
T111,S57,0.3810886770923823
T111,S58,0.4009083344361427
T111,S59,0.3874179885082962
T111,S64,0.3852697321949179
T112,S6,0.3706902796757425
T112,S7,0.3861380226890715
T112,S8,0.3654593063831229
T112,S11,0.3905086376328904
T112,S12,0.362389066988408
T112,S13,0.3682644719864982
T112,S14,0.3747280622251392
T112,S15,0.3862081842911867
T112,S17,0.3924186638314119
T112,S18,0.3808471068740625
T112,S19,0.3930685883518403
T112,S22,0.3885976628431594
T112,S23,0.3769549144361812
T112,S27,0.3657126135643382
T112,S28,0.3885748524713815
T112,S29,0.3887733746455106
T112,S30,0.3753793757522858
T112,S32,0.3841928025643993
T112,S33,0.3667747515848791
T112,S34,0.3882768758183472
T112,S35,0.3708544254754221
T112,S36,0.3934579535476125
T112,S37,0.3833097018380212
T112,S38,0.3888451337782594
T112,S39,0.3837817791706767
T112,S41,0.3826282459472571
T112,S42,0.3827336100093922
T112,S43,0.3935425621960414
T112,S45,0.3798411277367657
T112,S46,0.3697333648951968
T112,S47,0.3588357311021956
T112,S48,0.3869282586735911
T112,S49,0.3658041765833449
T112,S50,0.3776350592087293
T112,S51,0.3792531711179071
T112,S52,0.3845311273020917
T112,S53,0.3936676883410248
T112,S54,0.3909500416915173
T112,S56,0.377156012363586
T112,S57,0.3874797410572106
T112,S59,0.3894098367684897
T112,S60,0.3891440062885658
T112,S62,0.3839756917601449
T112,S63,0.3875120285878769
T112,S64,0.3657367515998238
T113,S4,0.4006634412148516
T113,S5,0.4007778956182795
T113,S7,0.4018226728116772
T113,S8,0.4031361030042886
T113,S9,0.3957544896504106
T113,S10,0.3863273323560193
T113,S11,0.3853059715937904
T113,S12,0.3866015719539351
T113,S13,0.4111666980695473
T113,S14,0.4094145062645811
T113,S15,0.3885640438886357
T113,S16,0.4082526982602629
T113,S18,0.3999760115975904
T113,S19,0.3972754527395217
T113,S20,0.3986762742964866
T113,S22,0.3974390048061387
T113,S23,0.4043013907287434
T113,S24,0.3678208454790929
T113,S25,0.4105808726811493
T113,S27,0.4015901733049281
T113,S28,0.4124016725312128
T113,S30,0.4068882776795407
T113,S33,0.3960315100696644
T113,S34,0.3699110734978313
T113,S35,0.4077750046979669
T113,S37,0.3946689880721273
T113,S38,0.4065624552968876
T113,S39,0.4120944329831522
T113,S42,0.3870680813387845
T113,S45,0.3982077991380389
T113,S46,0.402324159182244
T113,S47,0.3881050114751586
T113,S48,0.3922711974747267
T113,S49,0.3968086816146761
T113,S51,0.3927703100252496
T113,S52,0.4017875532723919
T113,S53,0.382566252998583
T113,S54,0.3929701769312588
T113,S56,0.3890212048748642
T113,S57,0.4081912002474837
T113,S58,0.3959840215011565
T113,S60,0.4030004486591224
T113,S62,0.4024882642037117
T113,S63,0.404779182531381
T113,S64,0.4001824595763308
T114,S4,0.4212105695852501
T114,S6,0.4137320634739432
T114,S7,0.4213892812263968
T114,S8,0.4266633453520387
T114,S9,0.4260096708099067
T114,S10,0.4045921923520843
T114,S11,0.4021807158419272
T114,S13,0.4325583787587684
T114,S14,0.4106064301231124
T114,S15,0.4213879083172339
T114,S17,0.4016190823873526
T114,S18,0.4252703520092734
T114,S19,0.4210863709204108
T114,S20,0.4279911547946784
T114,S24,0.4042523797019167
T114,S25,0.4184933074118915
T114,S27,0.4308656021214058
T114,S28,0.4243770103826059
T114,S29,0.4271560918134797
T114,S30,0.4355595825425722
T114,S32,0.4043979881152986
T114,S33,0.4237650355872338
T114,S34,0.4097838527199351
T114,S35,0.4129303166568812
T114,S36,0.4017764191750486
T114,S37,0.4013615089014786
T114,S38,0.4264184155619472
T114,S39,0.4207787136106503
T114,S40,0.4340306358992001
T114,S41,0.4018267937287685
T114,S42,0.4361243222719262
T114,S45,0.4184140211837045
T114,S46,0.4210040409070444
T114,S47,0.4245050135468394
T114,S48,0.4325043056723053
T114,S50,0.4139565344711481
T114,S51,0.4159084823001371
T114,S52,0.4025493800924122
T114,S53,0.4104841243836934
T114,S56,0.4101516370377558
T114,S57,0.4159535201033266
T114,S58,0.3942522963739363
T114,S59,0.4315049190022656
T114,S60,0.4320663075678442
T114,S64,0.4063940997351646
T115,S4,0.3877153440999332
T115,S6,0.4107834899198777
T115,S7,0.396562897772605
T115,S8,0.3969641038719458
T115,S9,0.3910060883864898
T115,S10,0.4087962498909931
T115,S11,0.400464532812899
T115,S12,0.3975029303040075
T115,S13,0.4083207283733584
T115,S15,0.3944731836586223
T115,S17,0.4084719288981956
T115,S18,0.4116817949596634
T115,S19,0.4049103005737767
T115,S20,0.4138234997198839
T115,S23,0.4016268605692987
T115,S24,0.3956616684375539
T115,S28,0.3963591661247658
T115,S29,0.4098790229065667
T115,S33,0.4034795202831399
T115,S34,0.39820789594091
T115,S35,0.4077891261712348
T115,S37,0.3795684824419831
T115,S38,0.405456405649669
T115,S39,0.4105758309525216
T115,S40,0.4114700155004697
T115,S41,0.3973421916774803
T115,S42,0.40458780612785
T115,S43,0.4129164632641198
T115,S45,0.4102080984147744
T115,S46,0.384790140123067
T115,S47,0.3981939553818732
T115,S48,0.4157230036380324
T115,S49,0.4121765420687139
T115,S50,0.4145136202527362
T115,S51,0.4092630858349458
T115,S52,0.4020828681428985
T115,S53,0.3904382734516582
T115,S54,0.4150391201340051
T115,S56,0.3991561503957036
T115,S57,0.3928234434698145
T115,S58,0.4094229918218636
T115,S59,0.4146393874777449
T115,S60,0.4045850899455157
T115,S63,0.4070060013499984
T115,S64,0.4127280199366336
T116,S4,0.4258428911248415
T116,S6,0.4551258425825762
T116,S7,0.4138240367532392
T116,S8,0.4429958074822011
T116,S9,0.4388839981711478
T116,S10,0.4306852939308854
T116,S11,0.4225131240128933
T116,S12,0.4387888499582538
T116,S13,0.4520052621205566
T116,S14,0.444845107211713
T116,S15,0.4155072353683486
T116,S16,0.4508087005111193
T116,S17,0.4497523244956112
T116,S18,0.4558492305449068
T116,S19,0.4552493854631243
T116,S21,0.4530888431678275
T116,S22,0.4460991557052367
T116,S23,0.4490213911561062
T116,S24,0.4412493432532738
T116,S25,0.4514752201307653
T116,S27,0.446494295026936
T116,S28,0.4462593493879625
T116,S30,0.4489088349239143
T116,S32,0.4464436885807928
T116,S33,0.4350281919287743
T116,S34,0.4218641221056747
T116,S35,0.443137212382421
T116,S36,0.4414221009705572
T116,S38,0.4384508384900523
T116,S40,0.4261870346601247
T116,S42,0.4560742178924215
T116,S46,0.4280269972595315
T116,S48,0.4373301113181745
T116,S49,0.4476550710824832
T116,S50,0.4412742923779554
T116,S51,0.4393763640182463
T116,S52,0.418267719282417
T116,S53,0.4278686126308075
T116,S54,0.4513724906934201
T116,S56,0.4178984328450377
T116,S57,0.4384583469768903
T116,S60,0.4329069553151542
T116,S61,0.4510421897027201
T116,S62,0.4466091428130837
T116,S64,0.4183531405675444
T117,S4,0.4452997281848218
T117,S7,0.4364665303533663
T117,S8,0.4360565248156994
T117,S9,0.42476391880364
T117,S10,0.4182219261104788
T117,S11,0.4254058544082946
T117,S12,0.4421148727682265
T117,S13,0.4179896284006978
T117,S14,0.4280433241006536
T117,S17,0.4247855369917225
T117,S18,0.4142240382020865
T117,S19,0.4357149584434642
T117,S20,0.442601581068868
T117,S21,0.4439467771102375
T117,S22,0.4299209900607748
T117,S23,0.4114719318296943
T117,S24,0.4301808564398157
T117,S26,0.4336247816106721
T117,S27,0.4188802810106009
T117,S28,0.4296644294119071
T117,S29,0.4363219931617744
T117,S31,0.4430205739891327
T117,S33,0.4168781851488113
T117,S34,0.4161656990495181
T117,S35,0.4212642548292862
T117,S36,0.4292750389914361
T117,S38,0.445111839030737
T117,S39,0.4366048357326801
T117,S40,0.4449952677800913
T117,S41,0.4204763887816598
T117,S42,0.4412457978629031
T117,S46,0.4234096271244015
T117,S48,0.4334312688655283
T117,S50,0.4386600580394437
T117,S51,0.4449077249338968
T117,S52,0.4382943693472957
T117,S53,0.4334858877307169
T117,S54,0.4241174493897754
T117,S55,0.435430183602246
T117,S56,0.4390054113479875
T117,S57,0.4375490851483462
T117,S59,0.4249037933241291
T117,S60,0.445521081139646
T117,S63,0.4429951037376801
T117,S64,0.4290007875333268
T118,S4,0.4143888521162444
T118,S5,0.4181046913389677
T118,S6,0.4295593819441081
T118,S8,0.4042246133576864
T118,S9,0.4133089881004255
T118,S10,0.4018857332908317
T118,S11,0.4160792211003075
T118,S13,0.411263474682475
T118,S14,0.4082240887014645
T118,S15,0.4204840282432437
T118,S18,0.4145820603231371
T118,S20,0.4161339516711072
T118,S22,0.4114188928276738
T118,S23,0.3898465832108176
T118,S24,0.39756413183172
T118,S27,0.3984189173544548
T118,S28,0.3988451874203165
T118,S29,0.4091538964415581
T118,S30,0.4083273001209007
T118,S32,0.4025941024387705
T118,S33,0.4026176384190216
T118,S34,0.3996429927061585
T118,S35,0.4065602038821094
T118,S37,0.3930943088060963
T118,S39,0.4061018263192458
T118,S41,0.4148409752318233
T118,S42,0.4125454475166694
T118,S45,0.4221887006711157
T118,S46,0.4109122545011006
T118,S47,0.3881966295951341
T118,S48,0.4127920067986003
T118,S49,0.395776467251421
T118,S50,0.4060283733488525
T118,S51,0.4077542625555367
T118,S52,0.3972383706421338
T118,S53,0.4170376548565747
